_id,Term,First Name,Last Name,Committee,MTG #,Session Date,Session Type,Session Start-End Time,Present
4942,2022-2026,Lily,Cheng,City Council,17,2024-04-18,Morning,09:45AM - 12:29PM,Y
4943,2022-2026,Olivia,Chow,City Council,17,2024-04-18,Morning,09:45AM - 12:29PM,Y
4944,2022-2026,Mike,Colle,City Council,17,2024-04-18,Morning,09:45AM - 12:29PM,N
4945,2022-2026,Vincent,Crisanti,City Council,17,2024-04-18,Morning,09:45AM - 12:29PM,Y
4946,2022-2026,Paula,Fletcher,City Council,17,2024-04-18,Morning,09:45AM - 12:29PM,Y
4947,2022-2026,Stephen,Holyday,City Council,17,2024-04-18,Morning,09:45AM - 12:29PM,Y
4948,2022-2026,Parthi,Kandavel,City Council,17,2024-04-18,Morning,09:45AM - 12:29PM,Y
4949,2022-2026,Ausma,Malik,City Council,17,2024-04-18,Morning,09:45AM - 12:29PM,Y
4950,2022-2026,Nick,Mantas,City Council,17,2024-04-18,Morning,09:45AM - 12:29PM,Y
4951,2022-2026,Josh,Matlow,City Council,17,2024-04-18,Morning,09:45AM - 12:29PM,Y
4952,2022-2026,Jennifer,McKelvie,City Council,17,2024-04-18,Morning,09:45AM - 12:29PM,Y
4953,2022-2026,Chris,Moise,City Council,17,2024-04-18,Morning,09:45AM - 12:29PM,Y
4954,2022-2026,Amber,Morley,City Council,17,2024-04-18,Morning,09:45AM - 12:29PM,Y
4955,2022-2026,Jamaal,Myers,City Council,17,2024-04-18,Morning,09:45AM - 12:29PM,Y
4956,2022-2026,Frances,Nunziata,City Council,17,2024-04-18,Morning,09:45AM - 12:29PM,Y
4957,2022-2026,James,Pasternak,City Council,17,2024-04-18,Morning,09:45AM - 12:29PM,Y
4958,2022-2026,Gord,Perks,City Council,17,2024-04-18,Morning,09:45AM - 12:29PM,Y
4959,2022-2026,Anthony,Perruzza,City Council,17,2024-04-18,Morning,09:45AM - 12:29PM,Y
4960,2022-2026,Jaye,Robinson,City Council,17,2024-04-18,Morning,09:45AM - 12:29PM,N
4961,2022-2026,Dianne,Saxe,City Council,17,2024-04-18,Morning,09:45AM - 12:29PM,Y
4962,2022-2026,Michael,Thompson,City Council,17,2024-04-18,Morning,09:45AM - 12:29PM,Y
4963,2022-2026,Paul,Ainslie,City Council,17,2024-04-18,Afternoon,14:17PM - 20:40PM,Y
4964,2022-2026,Brad,Bradford,City Council,17,2024-04-18,Afternoon,14:17PM - 20:40PM,Y
4965,2022-2026,Alejandra,Bravo,City Council,17,2024-04-18,Afternoon,14:17PM - 20:40PM,Y
4966,2022-2026,Jon,Burnside,City Council,17,2024-04-18,Afternoon,14:17PM - 20:40PM,Y
4967,2022-2026,Shelley,Carroll,City Council,17,2024-04-18,Afternoon,14:17PM - 20:40PM,Y
4968,2022-2026,Lily,Cheng,City Council,17,2024-04-18,Afternoon,14:17PM - 20:40PM,Y
4969,2022-2026,Olivia,Chow,City Council,17,2024-04-18,Afternoon,14:17PM - 20:40PM,Y
4970,2022-2026,Mike,Colle,City Council,17,2024-04-18,Afternoon,14:17PM - 20:40PM,Y
4971,2022-2026,Vincent,Crisanti,City Council,17,2024-04-18,Afternoon,14:17PM - 20:40PM,Y
4972,2022-2026,Paula,Fletcher,City Council,17,2024-04-18,Afternoon,14:17PM - 20:40PM,Y
4973,2022-2026,Stephen,Holyday,City Council,17,2024-04-18,Afternoon,14:17PM - 20:40PM,Y
4974,2022-2026,Parthi,Kandavel,City Council,17,2024-04-18,Afternoon,14:17PM - 20:40PM,Y
4975,2022-2026,Ausma,Malik,City Council,17,2024-04-18,Afternoon,14:17PM - 20:40PM,Y
4976,2022-2026,Nick,Mantas,City Council,17,2024-04-18,Afternoon,14:17PM - 20:40PM,Y
4977,2022-2026,Josh,Matlow,City Council,17,2024-04-18,Afternoon,14:17PM - 20:40PM,Y
4978,2022-2026,Jennifer,McKelvie,City Council,17,2024-04-18,Afternoon,14:17PM - 20:40PM,N
4979,2022-2026,Chris,Moise,City Council,17,2024-04-18,Afternoon,14:17PM - 20:40PM,Y
4980,2022-2026,Amber,Morley,City Council,17,2024-04-18,Afternoon,14:17PM - 20:40PM,Y
4981,2022-2026,Jamaal,Myers,City Council,17,2024-04-18,Afternoon,14:17PM - 20:40PM,Y
4982,2022-2026,Frances,Nunziata,City Council,17,2024-04-18,Afternoon,14:17PM - 20:40PM,Y
4983,2022-2026,James,Pasternak,City Council,17,2024-04-18,Afternoon,14:17PM - 20:40PM,Y
4984,2022-2026,Gord,Perks,City Council,17,2024-04-18,Afternoon,14:17PM - 20:40PM,Y
4985,2022-2026,Anthony,Perruzza,City Council,17,2024-04-18,Afternoon,14:17PM - 20:40PM,Y
4986,2022-2026,Jaye,Robinson,City Council,17,2024-04-18,Afternoon,14:17PM - 20:40PM,N
4987,2022-2026,Dianne,Saxe,City Council,17,2024-04-18,Afternoon,14:17PM - 20:40PM,Y
4988,2022-2026,Michael,Thompson,City Council,17,2024-04-18,Afternoon,14:17PM - 20:40PM,Y
4989,2022-2026,Brad,Bradford,CreateTO,11,2024-04-22,Afternoon,14:31PM - 15:15PM,Y
4990,2022-2026,Paula,Fletcher,CreateTO,11,2024-04-22,Afternoon,14:31PM - 15:15PM,Y
4991,2022-2026,Alejandra,Bravo,Board of Health - Strategic Plan Development Committee,3,2024-04-24,Morning,10:02AM - 10:46AM,Y
4992,2022-2026,Amber,Morley,Board of Health - Strategic Plan Development Committee,3,2024-04-24,Morning,10:02AM - 10:46AM,N
4993,2022-2026,Alejandra,Bravo,Board of Health - Strategic Plan Development Committee,3,2024-04-24,Morning,10:52AM - 11:56AM,Y
4994,2022-2026,Amber,Morley,Board of Health - Strategic Plan Development Committee,3,2024-04-24,Morning,10:52AM - 11:56AM,N
4995,2022-2026,Alejandra,Bravo,Board of Health - Strategic Plan Development Committee,3,2024-04-24,Afternoon,12:02PM - 12:10PM,Y
4996,2022-2026,Amber,Morley,Board of Health - Strategic Plan Development Committee,3,2024-04-24,Afternoon,12:02PM - 12:10PM,N
4997,2022-2026,Lily,Cheng,Board of Directors of TO Live,9,2024-04-24,Afternoon,12:33PM - 13:35PM,Y
4998,2022-2026,Paula,Fletcher,Board of Directors of TO Live,9,2024-04-24,Afternoon,12:33PM - 13:35PM,Y
4999,2022-2026,Chris,Moise,Board of Directors of TO Live,9,2024-04-24,Afternoon,12:33PM - 13:35PM,N
5000,2022-2026,Lily,Cheng,Board of Directors of TO Live,9,2024-04-24,Afternoon,13:37PM - 14:02PM,Y
5001,2022-2026,Paula,Fletcher,Board of Directors of TO Live,9,2024-04-24,Afternoon,13:37PM - 14:02PM,Y
5002,2022-2026,Chris,Moise,Board of Directors of TO Live,9,2024-04-24,Afternoon,13:37PM - 14:02PM,N
5003,2022-2026,Lily,Cheng,Board of Directors of TO Live,9,2024-04-24,Afternoon,14:03PM - 14:04PM,Y
5004,2022-2026,Paula,Fletcher,Board of Directors of TO Live,9,2024-04-24,Afternoon,14:03PM - 14:04PM,N
5005,2022-2026,Chris,Moise,Board of Directors of TO Live,9,2024-04-24,Afternoon,14:03PM - 14:04PM,N
5006,2022-2026,Parthi,Kandavel,Toronto Preservation Board,17,2024-04-24,Evening,19:05PM - 19:41PM,N
5007,2022-2026,Parthi,Kandavel,Toronto Preservation Board,17,2024-04-24,Evening,19:42PM - 21:17PM,N
5008,2022-2026,Parthi,Kandavel,Toronto Preservation Board,17,2024-04-24,Evening,21:19PM - 21:20PM,N
5009,2022-2026,Paul,Ainslie,Board of Governors of Exhibition Place,9,2024-04-25,Morning,09:33AM - 12:01PM,Y
5010,2022-2026,Vincent,Crisanti,Board of Governors of Exhibition Place,9,2024-04-25,Morning,09:33AM - 12:01PM,Y
5011,2022-2026,Ausma,Malik,Board of Governors of Exhibition Place,9,2024-04-25,Morning,09:33AM - 12:01PM,Y
5012,2022-2026,Chris,Moise,Board of Governors of Exhibition Place,9,2024-04-25,Morning,09:33AM - 12:01PM,Y
5013,2022-2026,Anthony,Perruzza,Board of Governors of Exhibition Place,9,2024-04-25,Morning,09:33AM - 12:01PM,Y
5014,2022-2026,Shelley,Carroll,Board of Directors of the Toronto Atmospheric Fund,6,2024-04-26,Morning,09:31AM - 09:46AM,Y
5015,2022-2026,Josh,Matlow,Board of Directors of the Toronto Atmospheric Fund,6,2024-04-26,Morning,09:31AM - 09:46AM,N
5016,2022-2026,Dianne,Saxe,Board of Directors of the Toronto Atmospheric Fund,6,2024-04-26,Morning,09:31AM - 09:46AM,Y
5017,2022-2026,Shelley,Carroll,Members of the Toronto Atmospheric Fund,2,2024-04-26,Morning,09:48AM - 09:56AM,Y
5018,2022-2026,Josh,Matlow,Members of the Toronto Atmospheric Fund,2,2024-04-26,Morning,09:48AM - 09:56AM,N
5019,2022-2026,Dianne,Saxe,Members of the Toronto Atmospheric Fund,2,2024-04-26,Morning,09:48AM - 09:56AM,Y
5020,2022-2026,Shelley,Carroll,Board of Directors of the Toronto Atmospheric Fund,6,2024-04-26,Morning,09:58AM - 11:17AM,Y
5021,2022-2026,Josh,Matlow,Board of Directors of the Toronto Atmospheric Fund,6,2024-04-26,Morning,09:58AM - 11:17AM,N
5022,2022-2026,Dianne,Saxe,Board of Directors of the Toronto Atmospheric Fund,6,2024-04-26,Morning,09:58AM - 11:17AM,Y
5023,2022-2026,Alejandra,Bravo,Board of Health,12,2024-04-29,Morning,09:36AM - 10:46AM,Y
5024,2022-2026,Ausma,Malik,Board of Health,12,2024-04-29,Morning,09:36AM - 10:46AM,Y
5025,2022-2026,Chris,Moise,Board of Health,12,2024-04-29,Morning,09:36AM - 10:46AM,N
5026,2022-2026,Amber,Morley,Board of Health,12,2024-04-29,Morning,09:36AM - 10:46AM,Y
5027,2022-2026,Gord,Perks,Board of Health,12,2024-04-29,Morning,09:36AM - 10:46AM,Y
5028,2022-2026,Michael,Thompson,Board of Health,12,2024-04-29,Morning,09:36AM - 10:46AM,Y
5029,2022-2026,Alejandra,Bravo,Economic and Community Development Committee ,12,2024-04-30,Morning,09:45AM - 12:36PM,Y
5030,2022-2026,Shelley,Carroll,Economic and Community Development Committee ,12,2024-04-30,Morning,09:45AM - 12:36PM,N
5031,2022-2026,Paula,Fletcher,Economic and Community Development Committee ,12,2024-04-30,Morning,09:45AM - 12:36PM,Y
5032,2022-2026,Ausma,Malik,Economic and Community Development Committee ,12,2024-04-30,Morning,09:45AM - 12:36PM,Y
5033,2022-2026,Chris,Moise,Economic and Community Development Committee ,12,2024-04-30,Morning,09:45AM - 12:36PM,Y
5034,2022-2026,Jaye,Robinson,Economic and Community Development Committee ,12,2024-04-30,Morning,09:45AM - 12:36PM,Y
5035,2022-2026,Alejandra,Bravo,Economic and Community Development Committee ,12,2024-04-30,Afternoon,13:46PM - 15:19PM,Y
5036,2022-2026,Shelley,Carroll,Economic and Community Development Committee ,12,2024-04-30,Afternoon,13:46PM - 15:19PM,N
5037,2022-2026,Paula,Fletcher,Economic and Community Development Committee ,12,2024-04-30,Afternoon,13:46PM - 15:19PM,Y
5038,2022-2026,Ausma,Malik,Economic and Community Development Committee ,12,2024-04-30,Afternoon,13:46PM - 15:19PM,Y
5039,2022-2026,Chris,Moise,Economic and Community Development Committee ,12,2024-04-30,Afternoon,13:46PM - 15:19PM,Y
5040,2022-2026,Jaye,Robinson,Economic and Community Development Committee ,12,2024-04-30,Afternoon,13:46PM - 15:19PM,N
5041,2022-2026,Paul,Ainslie,General Government Committee,12,2024-05-01,Morning,09:36AM - 09:51AM,Y
5042,2022-2026,Jon,Burnside,General Government Committee,12,2024-05-01,Morning,09:36AM - 09:51AM,Y
5043,2022-2026,Lily,Cheng,General Government Committee,12,2024-05-01,Morning,09:36AM - 09:51AM,Y
5044,2022-2026,Vincent,Crisanti,General Government Committee,12,2024-05-01,Morning,09:36AM - 09:51AM,Y
5045,2022-2026,Stephen,Holyday,General Government Committee,12,2024-05-01,Morning,09:36AM - 09:51AM,Y
5046,2022-2026,Nick,Mantas,General Government Committee,12,2024-05-01,Morning,09:36AM - 09:51AM,Y
5047,2022-2026,Paul,Ainslie,General Government Committee,12,2024-05-01,Morning,10:04AM - 11:02AM,Y
5048,2022-2026,Jon,Burnside,General Government Committee,12,2024-05-01,Morning,10:04AM - 11:02AM,Y
5049,2022-2026,Lily,Cheng,General Government Committee,12,2024-05-01,Morning,10:04AM - 11:02AM,Y
5050,2022-2026,Vincent,Crisanti,General Government Committee,12,2024-05-01,Morning,10:04AM - 11:02AM,Y
5051,2022-2026,Stephen,Holyday,General Government Committee,12,2024-05-01,Morning,10:04AM - 11:02AM,Y
5052,2022-2026,Nick,Mantas,General Government Committee,12,2024-05-01,Morning,10:04AM - 11:02AM,Y
5053,2022-2026,Mike,Colle,Infrastructure and Environment Committee,13,2024-05-02,Morning,09:40AM - 12:25PM,Y
5054,2022-2026,Jennifer,McKelvie,Infrastructure and Environment Committee,13,2024-05-02,Morning,09:40AM - 12:25PM,Y
5055,2022-2026,Amber,Morley,Infrastructure and Environment Committee,13,2024-05-02,Morning,09:40AM - 12:25PM,Y
5056,2022-2026,James,Pasternak,Infrastructure and Environment Committee,13,2024-05-02,Morning,09:40AM - 12:25PM,Y
5057,2022-2026,Anthony,Perruzza,Infrastructure and Environment Committee,13,2024-05-02,Morning,09:40AM - 12:25PM,Y
5058,2022-2026,Dianne,Saxe,Infrastructure and Environment Committee,13,2024-05-02,Morning,09:40AM - 12:25PM,Y
5059,2022-2026,Mike,Colle,Infrastructure and Environment Committee,13,2024-05-02,Afternoon,13:36PM - 15:59PM,Y
5060,2022-2026,Jennifer,McKelvie,Infrastructure and Environment Committee,13,2024-05-02,Afternoon,13:36PM - 15:59PM,Y
5061,2022-2026,Amber,Morley,Infrastructure and Environment Committee,13,2024-05-02,Afternoon,13:36PM - 15:59PM,Y
5062,2022-2026,James,Pasternak,Infrastructure and Environment Committee,13,2024-05-02,Afternoon,13:36PM - 15:59PM,N
5063,2022-2026,Anthony,Perruzza,Infrastructure and Environment Committee,13,2024-05-02,Afternoon,13:36PM - 15:59PM,N
5064,2022-2026,Dianne,Saxe,Infrastructure and Environment Committee,13,2024-05-02,Afternoon,13:36PM - 15:59PM,Y
5065,2022-2026,Paul,Ainslie,Scarborough Community Council,13,2024-05-06,Morning,09:36AM - 11:21AM,Y
5066,2022-2026,Parthi,Kandavel,Scarborough Community Council,13,2024-05-06,Morning,09:36AM - 11:21AM,Y
5067,2022-2026,Nick,Mantas,Scarborough Community Council,13,2024-05-06,Morning,09:36AM - 11:21AM,Y
5068,2022-2026,Jennifer,McKelvie,Scarborough Community Council,13,2024-05-06,Morning,09:36AM - 11:21AM,Y
5069,2022-2026,Jamaal,Myers,Scarborough Community Council,13,2024-05-06,Morning,09:36AM - 11:21AM,Y
5070,2022-2026,Michael,Thompson,Scarborough Community Council,13,2024-05-06,Morning,09:36AM - 11:21AM,Y
5071,2022-2026,Jamaal,Myers,Toronto Accessibility Advisory Committee,6,2024-05-06,Afternoon,14:02PM - 16:19PM,Y
5072,2022-2026,Parthi,Kandavel,Toronto Preservation Board,18,2024-05-07,Morning,09:32AM - 10:47AM,N
5073,2022-2026,Brad,Bradford,Toronto and East York Community Council,13,2024-05-07,Morning,09:37AM - 12:47PM,Y
5074,2022-2026,Alejandra,Bravo,Toronto and East York Community Council,13,2024-05-07,Morning,09:37AM - 12:47PM,Y
5075,2022-2026,Paula,Fletcher,Toronto and East York Community Council,13,2024-05-07,Morning,09:37AM - 12:47PM,Y
5076,2022-2026,Ausma,Malik,Toronto and East York Community Council,13,2024-05-07,Morning,09:37AM - 12:47PM,Y
5077,2022-2026,Josh,Matlow,Toronto and East York Community Council,13,2024-05-07,Morning,09:37AM - 12:47PM,Y
5078,2022-2026,Chris,Moise,Toronto and East York Community Council,13,2024-05-07,Morning,09:37AM - 12:47PM,Y
5079,2022-2026,Gord,Perks,Toronto and East York Community Council,13,2024-05-07,Morning,09:37AM - 12:47PM,Y
5080,2022-2026,Dianne,Saxe,Toronto and East York Community Council,13,2024-05-07,Morning,09:37AM - 12:47PM,Y
5081,2022-2026,Jon,Burnside,North York Community Council,13,2024-05-08,Morning,09:42AM - 11:56AM,Y
5082,2022-2026,Shelley,Carroll,North York Community Council,13,2024-05-08,Morning,09:42AM - 11:56AM,N
5083,2022-2026,Lily,Cheng,North York Community Council,13,2024-05-08,Morning,09:42AM - 11:56AM,Y
5084,2022-2026,Mike,Colle,North York Community Council,13,2024-05-08,Morning,09:42AM - 11:56AM,Y
5085,2022-2026,James,Pasternak,North York Community Council,13,2024-05-08,Morning,09:42AM - 11:56AM,Y
5086,2022-2026,Jaye,Robinson,North York Community Council,13,2024-05-08,Morning,09:42AM - 11:56AM,N
5087,2022-2026,Brad,Bradford,Planning and Housing Committee,12,2024-05-09,Morning,09:36AM - 12:26PM,Y
5088,2022-2026,Parthi,Kandavel,Planning and Housing Committee,12,2024-05-09,Morning,09:36AM - 12:26PM,Y
5089,2022-2026,Josh,Matlow,Planning and Housing Committee,12,2024-05-09,Morning,09:36AM - 12:26PM,Y
5090,2022-2026,Jamaal,Myers,Planning and Housing Committee,12,2024-05-09,Morning,09:36AM - 12:26PM,Y
5091,2022-2026,Frances,Nunziata,Planning and Housing Committee,12,2024-05-09,Morning,09:36AM - 12:26PM,Y
5092,2022-2026,Gord,Perks,Planning and Housing Committee,12,2024-05-09,Morning,09:36AM - 12:26PM,Y
5093,2022-2026,Michael,Thompson,Planning and Housing Committee,12,2024-05-09,Morning,09:36AM - 12:26PM,Y
5094,2022-2026,Brad,Bradford,Planning and Housing Committee,12,2024-05-09,Afternoon,13:39PM - 17:23PM,Y
5095,2022-2026,Parthi,Kandavel,Planning and Housing Committee,12,2024-05-09,Afternoon,13:39PM - 17:23PM,Y
5096,2022-2026,Josh,Matlow,Planning and Housing Committee,12,2024-05-09,Afternoon,13:39PM - 17:23PM,Y
5097,2022-2026,Jamaal,Myers,Planning and Housing Committee,12,2024-05-09,Afternoon,13:39PM - 17:23PM,Y
5098,2022-2026,Frances,Nunziata,Planning and Housing Committee,12,2024-05-09,Afternoon,13:39PM - 17:23PM,Y
5099,2022-2026,Gord,Perks,Planning and Housing Committee,12,2024-05-09,Afternoon,13:39PM - 17:23PM,Y
5100,2022-2026,Michael,Thompson,Planning and Housing Committee,12,2024-05-09,Afternoon,13:39PM - 17:23PM,N
5101,2022-2026,Jon,Burnside,Civic Appointments Committee,16,2024-05-10,Morning,09:35AM - 09:50AM,Y
5102,2022-2026,Lily,Cheng,Civic Appointments Committee,16,2024-05-10,Morning,09:35AM - 09:50AM,Y
5103,2022-2026,Chris,Moise,Civic Appointments Committee,16,2024-05-10,Morning,09:35AM - 09:50AM,Y
5104,2022-2026,Jamaal,Myers,Civic Appointments Committee,16,2024-05-10,Morning,09:35AM - 09:50AM,Y
5105,2022-2026,Gord,Perks,Civic Appointments Committee,16,2024-05-10,Morning,09:35AM - 09:50AM,Y
5106,2022-2026,Jon,Burnside,Civic Appointments Committee,16,2024-05-10,Morning,09:51AM - 13:05PM,Y
5107,2022-2026,Lily,Cheng,Civic Appointments Committee,16,2024-05-10,Morning,09:51AM - 13:05PM,Y
5108,2022-2026,Chris,Moise,Civic Appointments Committee,16,2024-05-10,Morning,09:51AM - 13:05PM,Y
5109,2022-2026,Jamaal,Myers,Civic Appointments Committee,16,2024-05-10,Morning,09:51AM - 13:05PM,Y
5110,2022-2026,Gord,Perks,Civic Appointments Committee,16,2024-05-10,Morning,09:51AM - 13:05PM,Y
5111,2022-2026,Jon,Burnside,Civic Appointments Committee,16,2024-05-10,Afternoon,13:06PM - 13:14PM,Y
5112,2022-2026,Lily,Cheng,Civic Appointments Committee,16,2024-05-10,Afternoon,13:06PM - 13:14PM,Y
5113,2022-2026,Chris,Moise,Civic Appointments Committee,16,2024-05-10,Afternoon,13:06PM - 13:14PM,Y
5114,2022-2026,Jamaal,Myers,Civic Appointments Committee,16,2024-05-10,Afternoon,13:06PM - 13:14PM,Y
5115,2022-2026,Gord,Perks,Civic Appointments Committee,16,2024-05-10,Afternoon,13:06PM - 13:14PM,Y
5116,2022-2026,Paul,Ainslie,Toronto Music Advisory Committee,3,2024-05-10,Afternoon,13:54PM - 15:57PM,Y
5117,2022-2026,Brad,Bradford,Toronto Music Advisory Committee,3,2024-05-10,Afternoon,13:54PM - 15:57PM,N
5118,2022-2026,Ausma,Malik,Toronto Music Advisory Committee,3,2024-05-10,Afternoon,13:54PM - 15:57PM,N
5119,2022-2026,Amber,Morley,Toronto Music Advisory Committee,3,2024-05-10,Afternoon,13:54PM - 15:57PM,Y
5120,2022-2026,Gord,Perks,Housing Rights Advisory Committee,2,2024-05-13,Morning,09:34AM - 12:39PM,Y
5121,2022-2026,Vincent,Crisanti,Etobicoke York Community Council,13,2024-05-13,Morning,09:43AM - 11:45AM,Y
5122,2022-2026,Stephen,Holyday,Etobicoke York Community Council,13,2024-05-13,Morning,09:43AM - 11:45AM,Y
5123,2022-2026,Amber,Morley,Etobicoke York Community Council,13,2024-05-13,Morning,09:43AM - 11:45AM,Y
5124,2022-2026,Frances,Nunziata,Etobicoke York Community Council,13,2024-05-13,Morning,09:43AM - 11:45AM,Y
5125,2022-2026,Anthony,Perruzza,Etobicoke York Community Council,13,2024-05-13,Morning,09:43AM - 11:45AM,Y
5126,2022-2026,Shelley,Carroll,Debenture Committee,6,2024-05-13,Morning,11:35AM - 11:41AM,N
5127,2022-2026,Olivia,Chow,Debenture Committee,6,2024-05-13,Morning,11:35AM - 11:41AM,Y
5128,2022-2026,Alejandra,Bravo,Striking Committee,6,2024-05-13,Afternoon,14:12PM - 14:16PM,Y
5129,2022-2026,Shelley,Carroll,Striking Committee,6,2024-05-13,Afternoon,14:12PM - 14:16PM,N
5130,2022-2026,Ausma,Malik,Striking Committee,6,2024-05-13,Afternoon,14:12PM - 14:16PM,Y
5131,2022-2026,Jennifer,McKelvie,Striking Committee,6,2024-05-13,Afternoon,14:12PM - 14:16PM,N
5132,2022-2026,Gord,Perks,Striking Committee,6,2024-05-13,Afternoon,14:12PM - 14:16PM,Y
5133,2022-2026,Paul,Ainslie,Executive Committee,14,2024-05-14,Morning,09:36AM - 11:26AM,Y
5134,2022-2026,Alejandra,Bravo,Executive Committee,14,2024-05-14,Morning,09:36AM - 11:26AM,Y
5135,2022-2026,Shelley,Carroll,Executive Committee,14,2024-05-14,Morning,09:36AM - 11:26AM,N
5136,2022-2026,Olivia,Chow,Executive Committee,14,2024-05-14,Morning,09:36AM - 11:26AM,Y
5137,2022-2026,Mike,Colle,Executive Committee,14,2024-05-14,Morning,09:36AM - 11:26AM,Y
5138,2022-2026,Paula,Fletcher,Executive Committee,14,2024-05-14,Morning,09:36AM - 11:26AM,Y
5139,2022-2026,Ausma,Malik,Executive Committee,14,2024-05-14,Morning,09:36AM - 11:26AM,Y
5140,2022-2026,Josh,Matlow,Executive Committee,14,2024-05-14,Morning,09:36AM - 11:26AM,Y
5141,2022-2026,Jennifer,McKelvie,Executive Committee,14,2024-05-14,Morning,09:36AM - 11:26AM,Y
5142,2022-2026,Amber,Morley,Executive Committee,14,2024-05-14,Morning,09:36AM - 11:26AM,Y
5143,2022-2026,Gord,Perks,Executive Committee,14,2024-05-14,Morning,09:36AM - 11:26AM,Y
5144,2022-2026,Mike,Colle,Nominating Panel - Corporations,8,2024-05-15,Morning,09:33AM - 09:37AM,Y
5145,2022-2026,Paula,Fletcher,Nominating Panel - Corporations,8,2024-05-15,Morning,09:33AM - 09:37AM,Y
5146,2022-2026,Chris,Moise,Confronting Anti-Black Racism Advisory Committee,3,2024-05-15,Morning,09:36AM - 12:35PM,Y
5147,2022-2026,Mike,Colle,Nominating Panel - Corporations,8,2024-05-15,Morning,09:38AM - 09:53AM,Y
5148,2022-2026,Paula,Fletcher,Nominating Panel - Corporations,8,2024-05-15,Morning,09:38AM - 09:53AM,Y
5149,2022-2026,Mike,Colle,Nominating Panel - Corporations,8,2024-05-15,Morning,09:54AM - 09:55AM,Y
5150,2022-2026,Paula,Fletcher,Nominating Panel - Corporations,8,2024-05-15,Morning,09:54AM - 09:55AM,Y
5151,2022-2026,Paul,Ainslie,"Film, Television and Digital Media Advisory Board",3,2024-05-16,Morning,09:35AM - 10:58AM,N
5152,2022-2026,Shelley,Carroll,"Film, Television and Digital Media Advisory Board",3,2024-05-16,Morning,09:35AM - 10:58AM,N
5153,2022-2026,Paula,Fletcher,"Film, Television and Digital Media Advisory Board",3,2024-05-16,Morning,09:35AM - 10:58AM,Y
5154,2022-2026,Amber,Morley,"Film, Television and Digital Media Advisory Board",3,2024-05-16,Morning,09:35AM - 10:58AM,N
5155,2022-2026,Ausma,Malik,Board of Health - Performance Appraisal of the Medical Officer of Health,2,2024-05-21,Morning,09:33AM - 09:43AM,Y
5156,2022-2026,Chris,Moise,Board of Health - Performance Appraisal of the Medical Officer of Health,2,2024-05-21,Morning,09:33AM - 09:43AM,Y
5157,2022-2026,Ausma,Malik,Board of Health - Performance Appraisal of the Medical Officer of Health,2,2024-05-21,Morning,09:44AM - 10:29AM,Y
5158,2022-2026,Chris,Moise,Board of Health - Performance Appraisal of the Medical Officer of Health,2,2024-05-21,Morning,09:44AM - 10:29AM,Y
5159,2022-2026,Ausma,Malik,Board of Health - Performance Appraisal of the Medical Officer of Health,2,2024-05-21,Morning,10:30AM - 10:33AM,Y
5160,2022-2026,Chris,Moise,Board of Health - Performance Appraisal of the Medical Officer of Health,2,2024-05-21,Morning,10:30AM - 10:33AM,Y
5161,2022-2026,Paul,Ainslie,City Council,18,2024-05-22,Morning,09:37AM - 10:31AM,Y
5162,2022-2026,Brad,Bradford,City Council,18,2024-05-22,Morning,09:37AM - 10:31AM,Y
5163,2022-2026,Alejandra,Bravo,City Council,18,2024-05-22,Morning,09:37AM - 10:31AM,Y
5164,2022-2026,Jon,Burnside,City Council,18,2024-05-22,Morning,09:37AM - 10:31AM,Y
5165,2022-2026,Shelley,Carroll,City Council,18,2024-05-22,Morning,09:37AM - 10:31AM,N
5166,2022-2026,Lily,Cheng,City Council,18,2024-05-22,Morning,09:37AM - 10:31AM,Y
5167,2022-2026,Olivia,Chow,City Council,18,2024-05-22,Morning,09:37AM - 10:31AM,Y
5168,2022-2026,Mike,Colle,City Council,18,2024-05-22,Morning,09:37AM - 10:31AM,Y
5169,2022-2026,Vincent,Crisanti,City Council,18,2024-05-22,Morning,09:37AM - 10:31AM,Y
5170,2022-2026,Paula,Fletcher,City Council,18,2024-05-22,Morning,09:37AM - 10:31AM,Y
5171,2022-2026,Stephen,Holyday,City Council,18,2024-05-22,Morning,09:37AM - 10:31AM,Y
5172,2022-2026,Parthi,Kandavel,City Council,18,2024-05-22,Morning,09:37AM - 10:31AM,Y
5173,2022-2026,Ausma,Malik,City Council,18,2024-05-22,Morning,09:37AM - 10:31AM,Y
5174,2022-2026,Nick,Mantas,City Council,18,2024-05-22,Morning,09:37AM - 10:31AM,Y
5175,2022-2026,Josh,Matlow,City Council,18,2024-05-22,Morning,09:37AM - 10:31AM,Y
5176,2022-2026,Jennifer,McKelvie,City Council,18,2024-05-22,Morning,09:37AM - 10:31AM,Y
5177,2022-2026,Chris,Moise,City Council,18,2024-05-22,Morning,09:37AM - 10:31AM,Y
5178,2022-2026,Amber,Morley,City Council,18,2024-05-22,Morning,09:37AM - 10:31AM,Y
5179,2022-2026,Jamaal,Myers,City Council,18,2024-05-22,Morning,09:37AM - 10:31AM,Y
5180,2022-2026,Frances,Nunziata,City Council,18,2024-05-22,Morning,09:37AM - 10:31AM,Y
5181,2022-2026,James,Pasternak,City Council,18,2024-05-22,Morning,09:37AM - 10:31AM,Y
5182,2022-2026,Gord,Perks,City Council,18,2024-05-22,Morning,09:37AM - 10:31AM,Y
